CUSIP,Ticker,Issue Date,Maturity,1st Call Date,Moodys,S_and_P,Fitch,Bloomberg Composite Rating,Coupon,Issued Amount,Maturity Type,Coupon Type,Maturity At Issue months,Industry,LiquidityScore,Months in JNK,Months in HYG,Months in Both,IN_ETF,LIQ SCORE,n_trades,volume_trades,total_median_size,total_mean_size,n_days_trade,days_diff_max,percent_intra_dealer,percent_uncapped,bond_type,Client_Trade_Percentage,weekly_mean_volume,weekly_median_volume,weekly_max_volume,weekly_min_volume,weekly_mean_ntrades,weekly_median_ntrades
48632GAC3,KAUP,10/4/2006,1/15/2010,Nan,WR,Nan,NR,NR,0,1000000000,AT MATURITY,DEFAULTED,39.97,Diversified Finan Serv,5.16975873,Nan,Nan,Nan,No,0.051697587,4,4000000,1000000,1000000,1,0,0,0,5,0.5,4000000,4000000,4000000,4000000,4,4
48666FAF7,KKB,11/29/2006,11/29/2016,Nan,WR,NR,NR,NR,7.5,500000000,AT MATURITY,FIXED,121.77,Banks,18.80218583,Nan,Nan,Nan,No,0.188021858,6,850000,100000,141666.6667,5,138,0.5,1,5,0,170000,200000,250000,100000,1.2,1
48666KAM1,KBH,6/2/2005,6/15/2015,Nan,WR,NR,NR,NR,6.25,450000000,AT MATURITY,FIXED,122.17,Home Builders,25.58715854,Nan,Nan,Nan,No,0.255871585,2997,359621000,16000,119993.6603,621,1519,0.510844178,0.9332666,5,0.173840507,1720674.641,804000,14030000,2000,14.33971292,1
48666KAT6,KBH,10/29/2013,12/15/2021,9/15/2021,B1,B+,BB-,B+,7,450000000,CALLABLE,FIXED,98.97,Home Builders,25.86667536,0,45,0,Yes,0.258666754,3431,835217000,50000,243432.527,781,1417,0.385310405,0.87787817,2,0.236957155,4074229.268,3051000,75740000,20000,16.73658537,1
48666KAU3,KBH,3/25/2014,5/15/2019,2/15/2019,B1,B+,BB-,B+,4.75,400000000,CALLABLE,FIXED,62.57,Home Builders,26.50924783,0,40,0,Yes,0.265092478,4981,852296000,23000,171109.4158,782,1209,0.403934953,0.922907047,2,0.187512548,4632043.478,3986000,31750000,30000,27.07065217,4
48666QAA4,KKB,11/3/2005,11/3/2015,Nan,WR,NR,NR,NR,8,500000000,AT MATURITY,FIXED,121.73,Banks,4.388758105,Nan,Nan,Nan,No,0.043887581,1,1000000,1000000,1000000,1,0,0,0,5,1,1000000,1000000,1000000,1000000,1,1
48667DAC8,KTZKZ,10/6/2010,10/6/2020,Nan,Baa3,BB-,BBB-,BB+,6.38,700000000,AT MATURITY,FIXED,121.77,Transportation,14.93625321,Nan,Nan,Nan,No,0.149362532,14,6280000,250000,448571.4286,9,149,0.071428571,0.928571429,5,0.428571429,897142.8571,840000,1760000,200000,2,1
48667DAD6,KTZKZ,7/10/2012,7/10/2042,Nan,Baa3,BB-,BBB-,BB+,6.95,1100000000,AT MATURITY,FIXED,365.23,Transportation,7.932177612,Nan,Nan,Nan,No,0.079321776,8,5300000,800000,662500,5,77,0,0.5,5,0.625,1060000,1000000,2000000,200000,1.6,1
48667QAA3,KZOKZ,7/2/2008,7/2/2018,Nan,Baa3,BB,BBB-,BB+,9.13,1600000000,AT MATURITY,FIXED,121.73,Oil Gas,6.749226713,Nan,Nan,Nan,No,0.067492267,31,25248000,1000000,814451.6129,18,127,0.032258065,0.258064516,5,0.451612903,2295272.727,1000000,6000000,180000,2.818181818,1
48667QAF2,KZOKZ,11/10/2010,4/9/2021,Nan,Baa3,BB,BBB-,BB+,6.38,1250000000,AT MATURITY,FIXED,126.77,Oil Gas,8.983891238,Nan,Nan,Nan,No,0.089838912,39,22346000,264000,572974.359,22,153,0.051282051,0.615384615,5,0.461538462,1718923.077,1028000,6000000,168000,3,1
48667QAH8,KZOKZ,11/7/2014,5/7/2025,Nan,Baa3,BB,BBB-,BB+,4.88,500000000,AT MATURITY,FIXED,127.8,Oil Gas,5.554790713,Nan,Nan,Nan,No,0.055547907,6,5200000,1000000,866666.6667,4,3,0,0.166666667,5,0.5,2600000,2600000,5000000,200000,3,1
48667QAK1,KZOKZ,11/7/2014,11/7/2044,Nan,Baa3,BB,BBB-,BB+,6,1000000000,AT MATURITY,FIXED,365.27,Oil Gas,6.652597431,Nan,Nan,Nan,No,0.066525974,15,13620000,1000000,908000,5,3,0,0.133333333,5,0.466666667,6810000,6810000,8000000,5620000,7.5,7
48667QAM7,KZOKZ,4/19/2017,4/19/2022,Nan,Baa3,BB,BBB-,BB+,3.88,500000000,AT MATURITY,FIXED,60.87,Oil Gas,8.426130818,Nan,Nan,Nan,No,0.084261308,28,20303000,1000000,725107.1429,17,107,0.071428571,0.428571429,5,0.535714286,1691916.667,2000000,3000000,210000,2.333333333,1
48667QAN5,KZOKZ,4/19/2017,4/19/2027,Nan,Baa3,BB,BBB-,BB+,4.75,1000000000,AT MATURITY,FIXED,121.73,Oil Gas,7.82797938,Nan,Nan,Nan,No,0.078279794,94,78731000,1000000,837563.8298,41,105,0.010638298,0.340425532,5,0.563829787,4143736.842,4000000,9000000,200000,4.947368421,1
48667QAP0,KZOKZ,4/19/2017,4/19/2047,Nan,Baa3,BB,BBB-,BB+,5.75,1250000000,AT MATURITY,FIXED,365.23,Oil Gas,8.972201074,Nan,Nan,Nan,No,0.089722011,150,119363000,1000000,795753.3333,56,127,0.04,0.406666667,5,0.52,5189695.652,3000000,18900000,600000,6.52173913,2
48668JAA8,KAZNMH,5/24/2013,5/24/2023,Nan,Nan,BB-,BBB-,BB,4.63,1000000000,AT MATURITY,FIXED,121.73,Sovereign,11.45990516,Nan,Nan,Nan,No,0.114599052,93,60958000,850000,655462.3656,51,498,0.021505376,0.623655914,5,0.430107527,1523950,1000000,6000000,200000,2.325,1
489399AG0,KW,3/25/2014,4/1/2024,4/1/2019,B2,BB- /*+,Nan,B+,5.88,900000000,CALLABLE,FIXED,122,Real Estate,22.15936305,33,0,0,Yes,0.22159363,2219,880959500,240000,397007.4358,653,1135,0.24831005,0.816133393,3,0.365479946,4840436.813,3531000,61825000,10000,12.19230769,1
49229QAA2,KERPW,1/31/2017,1/31/2022,Nan,Nan,B,B+,B,8.75,500000000,AT MATURITY,FIXED,60.87,Agriculture,10.70377879,Nan,Nan,Nan,No,0.107037788,77,55851000,1000000,725337.6623,40,213,0.012987013,0.597402597,5,0.558441558,2327125,1750000,7000000,400000,3.208333333,1
492386AT4,APC,10/3/2001,9/15/2031,Nan,Ba1,BBB,BBB,BBB-,7.88,500000000,AT MATURITY,FIXED,364.63,Oil Gas,15.42987458,Nan,Nan,Nan,No,0.154298746,100,22754000,80000,227540,50,135,0.33,0.9,5,0.41,875153.8462,741500,3685000,10000,3.846153846,1
492386AU1,APC,7/1/2004,7/1/2024,Nan,Ba1,BBB,BBB,BBB-,6.95,650000000,AT MATURITY,FIXED,243.5,Oil Gas,17.89474324,Nan,Nan,Nan,No,0.178947432,206,58498000,100000,283970.8738,84,845,0.40776699,0.868932039,5,0.291262136,2089214.286,1891000,5558000,128000,7.357142857,1
492520AE1,KZL,1/6/2006,10/1/2015,Nan,WR,NR,Nan,NR,6.75,400000000,CALLABLE,FIXED,118.5,Lodging,17.48647226,Nan,Nan,Nan,No,0.174864723,3,450000,150000,150000,1,0,0.333333333,1,5,0.333333333,450000,450000,450000,450000,3,3
492914AR7,KEGX,9/29/2008,12/1/2014,Nan,WR,NR,Nan,NR,8.38,424750000,CALLABLE,FIXED,75.13,Oil Gas Services,17.7616918,Nan,Nan,Nan,No,0.177616918,238,53198000,27000,223521.0084,58,1077,0.457983193,0.836134454,5,0.239495798,1564647.059,47500,21941000,1000,7,1
492914AS5,KEGX,3/4/2011,3/1/2021,Nan,WR,NR,Nan,NR,6.75,675000000,CALLABLE,DEFAULTED,121.67,Oil Gas Services,34.62858138,37,0,0,Yes,0.346285814,9906,2331289000,25000,235341.1064,1219,2064,0.438724006,0.875025237,3,0.241570765,7694023.102,5248000,67315000,31000,32.69306931,1
493267AK4,KEY,9/9/2016,Nan Field Not Applicable,9/15/2026,Baa3,BB+,BB,BB+,5,525000000,PERP/CALL,VARIABLE,121.93,Banks,27.24568404,Nan,Nan,Nan,No,0.27245684,11012,1029935000,25000,93528.42354,261,377,0.247729749,0.972030512,5,0.152651653,18726090.91,11898000,174319000,1769000,200.2181818,23
494074AE7,KILREL,11/18/2014,11/25/2019,Nan,Nan,BB-,Nan,NR,4.77,500000000,AT MATURITY,FLOATING,61.1,Diversified Finan Serv,10.6486705,Nan,Nan,Nan,No,0.106486705,106,93800000,1000000,884905.6604,45,855,0.018867925,0.405660377,5,0.471698113,2405128.205,2000000,5000000,500000,2.717948718,2
49407QAB4,KILREL,4/13/2017,4/20/2021,Nan,Nan,Nan,Nan,Nan,8.65,400000000,AT MATURITY,FLOATING,48.93,Diversified Finan Serv,5.049467309,Nan,Nan,Nan,No,0.050494673,10,10000000,1000000,1000000,4,49,0,0,5,0.5,3333333.333,4000000,4000000,2000000,3.333333333,2
494553AB6,KMI,11/18/2002,9/1/2012,Nan,Nan,NR,BB+,BB,6.5,995500000,CALLABLE,FIXED,119.17,Pipelines,21.5215851,Nan,Nan,Nan,No,0.215215851,2284,225131000,20000,98568.73905,345,559,0.494308231,0.957530648,5,0.255691769,2587712.644,1919000,12707000,30000,26.25287356,2
49455WAD8,KMI,2/14/2006,1/5/2016,Nan,WR,NR,Nan,NR,5.7,849800000,AT MATURITY,FIXED,120.4,Pipelines,28.15060678,0,31,0,Yes,0.281506068,4896,1044672000,30000,213372.549,863,1624,0.464052288,0.892973856,5,0.259803922,5146167.488,4462000,16793000,4000,24.1182266,2
49455WAF3,KMI,2/14/2006,1/5/2036,Nan,WR,BBB-,Nan,NR,6.4,550000000,AT MATURITY,FIXED,363.9,Pipelines,23.54457379,Nan,Nan,Nan,No,0.235445738,573,8807000,10000,15369.98255,179,1407,0.57591623,1,5,0.179755672,83084.90566,55000,505000,1000,5.405660377,1
49456AAA1,KMI,12/20/2010,1/15/2018,Nan,Baa3,BBB-,BBB-,BBB-,6,750000000,AT MATURITY,FIXED,86.1,Pipelines,12.42293093,35,38,35,Yes,0.124229309,252,173701000,1000000,689289.6825,72,114,0.150793651,0.583333333,1,0.468253968,8271476.19,7900000,18659000,1085000,12,2
49456BAA9,KMI,11/5/2013,2/15/2021,1/15/2021,Baa3,BBB-,BBB-,BBB-,5,750000000,CALLABLE,FIXED,88.63,Pipelines,12.49044395,14,17,13,Yes,0.124904439,412,298312000,1000000,724058.2524,85,114,0.152912621,0.466019417,3,0.453883495,14205333.33,13346000,32239000,2630000,19.61904762,9
49456BAB7,KMI,11/5/2013,11/15/2023,8/15/2023,Baa3,BBB-,BBB-,BBB-,5.63,750000000,CALLABLE,FIXED,122.07,Pipelines,12.83150407,13,17,12,Yes,0.128315041,403,294964000,1000000,731920.5955,80,128,0.148883375,0.53101737,1,0.41191067,14045904.76,12070000,32795000,1040000,19.19047619,3
49457QAA5,KND,12/18/2014,1/15/2020,Nan,B3,B-,Nan,B-,8,750000000,AT MATURITY,EXCHANGED,61.8,Healthcare-Services,16.81761039,10,11,9,Yes,0.168176104,942,711400000,1000000,755201.6985,200,288,0.33970276,0.571125265,1,0.276008493,15136170.21,12270000,101550000,1000000,20.04255319,1
49457QAB3,KND,12/18/2014,1/15/2023,Nan,B3,B-,Nan,B-,8.75,600000000,CALLABLE,EXCHANGED,98.33,Healthcare-Services,13.92282987,10,11,9,Yes,0.139228299,619,508605000,1000000,821655.8966,160,288,0.290791599,0.470113086,3,0.358642973,11056630.43,8132500,59000000,625000,13.45652174,1
494580AB9,KND,11/10/2011,6/1/2019,Nan,WR,NR,Nan,NR,8.25,550000000,CALLABLE,FIXED,92,Healthcare-Services,27.70623946,12,0,0,Yes,0.277062395,11137,1524207000,20000,136859.7468,584,827,0.456226991,0.944599084,3,0.16880668,11635167.94,9690000,53506000,15000,85.01526718,3
494580AC7,KND,4/9/2014,4/15/2022,Nan,B3,NR,Nan,NR,6.38,500000000,CALLABLE,EXCHANGED,97.6,Healthcare-Services,12.59997523,10,0,0,Yes,0.125999752,268,189859000,1000000,708429.1045,87,164,0.164179104,0.604477612,3,0.414179104,6124483.871,3000000,27621000,300000,8.64516129,1
494580AD5,KND,1/28/2015,4/15/2022,10/23/2017,B3,B-,Nan,B-,6.38,500000000,CALLABLE,FIXED,87.8,Healthcare-Services,26.55335655,31,30,30,Yes,0.265533565,9313,1063315500,23000,114175.4,660,872,0.357672071,0.958552561,1,0.175131537,7595110.714,7122500,31155000,6000,66.52142857,2
494580AE3,KND,10/28/2015,1/15/2020,Nan,B3,B-,Nan,B-,8,750000000,AT MATURITY,FIXED,51.33,Healthcare-Services,23.87648705,22,20,20,Yes,0.238764871,5026,1006008000,25000,200160.764,453,597,0.475726224,0.909470752,1,0.128133705,10161696.97,10216000,24466000,534000,50.76767677,9
494580AF0,KND,10/28/2015,1/15/2023,1/15/2018,B3,B-,Nan,B-,8.75,600000000,CALLABLE,FIXED,87.87,Healthcare-Services,23.95228653,22,20,20,Yes,0.239522865,6106,1176922000,25000,192748.4442,438,597,0.461513266,0.903701277,1,0.192433672,11888101.01,10753000,35671000,1288000,61.67676768,3
49461BAB0,KCI,3/14/2013,11/1/2018,Nan,WR,NR,Nan,NR,10.5,1749200000,CALLABLE,FIXED,68.6,Healthcare-Products,26.50637251,43,43,42,Yes,0.265063725,5513,2485997000,300000,450933.6115,849,1244,0.2800653,0.76872846,1,0.365862507,13294101.6,11746000,51088000,83000,29.48128342,3
49461BAE4,KCI,3/14/2013,11/1/2019,Nan,WR,NR,Nan,NR,12.5,650000000,CALLABLE,FIXED,80.77,Healthcare-Products,21.43386546,46,43,43,Yes,0.214338655,2346,1261031000,500000,537523.8704,603,1364,0.335464621,0.669224211,1,0.309889173,6368843.434,4570000,42036000,10000,11.84848485,1
49461BAF1,KCI,2/9/2016,2/15/2021,2/15/2018,B1,B,Nan,B,7.88,590000000,CALLABLE,FIXED,61.1,Healthcare-Products,17.23176936,14,17,14,Yes,0.172317694,970,633434168,875000,653024.9155,287,573,0.264948454,0.648453608,1,0.383505155,7452166.682,4683000,114900000,125000,11.41176471,1
49461BAG9,KCI,9/20/2016,10/1/2021,Nan,WR,NR,Nan,NR,9.63,1750000000,CALLABLE,FIXED,61.23,Healthcare-Products,15.69423471,5,6,4,Yes,0.156942347,651,508336000,1000000,780854.0707,87,126,0.279569892,0.46390169,1,0.402457757,24206476.19,13400000,185255000,3575000,31,6
49461BAH7,KCI,10/6/2016,11/1/2021,5/1/2019,Caa1,B-,Nan,CCC+,12.5,445061000,CALLABLE,FIXED,61.73,Healthcare-Products,12.45601609,6,9,5,Yes,0.124560161,269,193794000,1000000,720423.7918,110,330,0.204460967,0.546468401,1,0.3866171,4123276.596,3120000,21000000,10000,5.723404255,1
496902AJ6,KCN,6/18/2012,9/1/2021,6/1/2021,Ba1,BB+,BBB-,BB+,5.13,500000000,CALLABLE,FIXED,112.07,Mining,26.36572495,13,14,10,Yes,0.263657249,5121,429464000,20000,83863.30795,394,1774,0.38019918,0.976567077,1,0.301894161,4993767.442,4389000,14131000,489000,59.54651163,2
496902AN7,KCN,1/23/2015,3/15/2024,12/15/2023,Ba1,BB+,BBB-,BB+,5.95,499705000,CALLABLE,FIXED,111.3,Mining,23.75949195,6,14,3,Yes,0.237594919,4910,661315000,25000,134687.3727,396,879,0.369653768,0.947657841,1,0.36293279,7780176.471,6498000,24499000,450000,57.76470588,7
496902AP2,KCN,7/6/2017,7/15/2027,4/15/2027,Ba1,BB+,BBB-,BB+,4.5,500000000,CALLABLE,FIXED,122.03,Mining,13.98394324,2,1,1,Yes,0.139839432,310,231814000,1000000,747787.0968,44,73,0.216129032,0.55483871,1,0.474193548,17831846.15,7756000,131703000,360000,23.84615385,1
497864AA6,KISSNR,11/18/2016,12/1/2022,6/1/2019,B3,B,Nan,B-,8.38,400000000,CALLABLE,FIXED,73.47,Chemicals,12.22074063,Nan,Nan,Nan,No,0.122207406,229,161011000,1000000,703104.8035,82,297,0.100436681,0.598253275,5,0.528384279,4237131.579,2240000,34875000,16000,6.026315789,1
49835LAA9,KLAB,7/16/2014,7/16/2024,Nan,Nan,BB+,BB+,BB+,5.25,500000000,AT MATURITY,FIXED,121.77,Forest Products Paper,13.68588948,Nan,Nan,Nan,No,0.136858895,128,95194000,1000000,743703.125,60,1034,0.09375,0.578125,5,0.484375,2321804.878,1000000,28800000,200000,3.12195122,1
49835LAB7,KLAB,9/19/2017,9/19/2027,Nan,Nan,BB+,BB+,BB+,4.88,500000000,AT MATURITY,FIXED,121.73,Forest Products Paper,13.18044531,Nan,Nan,Nan,No,0.131804453,35,28456000,1000000,813028.5714,5,4,0.114285714,0.628571429,5,0.514285714,14228000,14228000,27456000,1000000,17.5,1
499040AP8,MNI,8/19/2005,9/1/2017,Nan,WR,NR,WD,NR,5.75,400000000,AT MATURITY,FIXED,146.53,Media,22.43205158,Nan,Nan,Nan,No,0.224320516,1011,320855000,40000,317363.996,328,2313,0.470820969,0.787339268,5,0.273986152,1725026.882,1049500,21337000,1000,5.435483871,1
50015QAB6,WLL,11/9/2012,12/1/2019,Nan,WR,NR,Nan,NR,8.13,800000000,CALLABLE,FIXED,85.93,Oil Gas,20.43324321,37,35,34,Yes,0.204332432,2439,1153386000,340000,472892.9889,576,1066,0.271422714,0.727757278,1,0.306683067,7119666.667,5414000,29763000,30000,15.05555556,1
50015QAH3,WLL,12/2/2013,2/1/2022,Nan,WR,NR,Nan,NR,5.5,400000000,CALLABLE,FIXED,99.43,Oil Gas,13.31653446,0,15,0,Yes,0.133165345,429,273610000,900000,637785.5478,167,369,0.212121212,0.592074592,5,0.396270396,4485409.836,2209000,30557000,40000,7.032786885,1
50046PAW5,KOMINS,9/14/2016,9/17/2019,Nan,Aaa,AAA,Nan,AAA,1.13,1250000000,AT MATURITY,FIXED,36.6,Regional(state/provnc),4.388758105,Nan,Nan,Nan,No,0.043887581,1,1000000,1000000,1000000,1,0,0,0,5,1,1000000,1000000,1000000,1000000,1,1
50048VAA8,KPN,3/28/2013,3/28/2073,3/28/2023,Ba2,BB,BB+,BB,7,600000000,CALLABLE,VARIABLE,730.5,Telecommunications,18.76310135,52,51,51,Yes,0.187631013,225,152185000,700000,676377.7778,119,1079,0.391111111,0.777777778,1,0.271111111,1951089.744,1500000,11450000,30000,2.884615385,1
50050HAE6,CITNAT,7/14/2014,7/14/2017,Nan,WR,NR,NR,NR,1.63,500000000,AT MATURITY,FIXED,36.53,Banks,10.49806839,Nan,Nan,Nan,No,0.104980684,79,58700000,1000000,743037.9747,48,805,0.063291139,0.417721519,5,0.46835443,1586486.486,1000000,11000000,200000,2.135135135,1
500605AH3,KOP,1/25/2017,2/15/2025,2/15/2020,B1,B+,Nan,B+,6,500000000,CALLABLE,FIXED,98.1,Miscellaneous Manufactur,13.34303724,7,0,0,Yes,0.133430372,536,326879000,588500,609848.8806,124,213,0.123134328,0.645522388,3,0.503731343,9079972.222,3150000,106150000,309000,14.88888889,3
500630BQ0,KDB,1/23/2009,1/23/2014,Nan,WR,NR,NR,NR,8,2000000000,AT MATURITY,FIXED,60.87,Banks,14.82561181,Nan,Nan,Nan,No,0.148256118,5,10750000,250000,2150000,3,6,0.4,0.6,5,0.4,5375000,5375000,5750000,5000000,2.5,1
50065KAD4,HIGHWY,4/20/2017,4/20/2020,Nan,Aa2,AA,Nan,AA,2.01,400000000,AT MATURITY,FLOATING,36.53,Commercial Services,6.521402115,Nan,Nan,Nan,No,0.065214021,7,6120000,1000000,874285.7143,5,48,0,0.285714286,5,0.285714286,1224000,1000000,2000000,1000000,1.4,1
50065TAD5,KDB,8/7/2012,8/7/2017,Nan,WR,NR,NR,NR,2.25,800000000,AT MATURITY,FIXED,60.87,Banks,13.47161913,Nan,Nan,Nan,No,0.134716191,96,64090000,1000000,667604.1667,26,61,0.177083333,0.697916667,5,0.40625,5826363.636,5000000,18250000,600000,8.727272727,1
50065XAC8,KOROIL,4/3/2012,4/3/2017,Nan,WR,NR,NR,NR,3.13,1000000000,AT MATURITY,FIXED,60.87,Oil Gas,12.96174203,Nan,Nan,Nan,No,0.12961742,138,78675000,500000,570108.6957,57,171,0.086956522,0.768115942,5,0.449275362,3025961.538,2525000,17150000,300000,5.307692308,1
50065XAE4,KOROIL,1/23/2014,1/23/2019,Nan,Aa2,AA,AA-,AA-,2.75,750000000,AT MATURITY,FIXED,60.87,Oil Gas,15.3033022,Nan,Nan,Nan,No,0.153033022,23,14400000,500000,626086.9565,8,5,0.043478261,0.869565217,5,0.52173913,7200000,7200000,10100000,4300000,11.5,7
50065XAK0,KOROIL,10/1/2015,10/1/2025,Nan,Aa2,AA,AA-,AA-,3.25,600000000,AT MATURITY,FIXED,121.77,Oil Gas,12.15907682,Nan,Nan,Nan,No,0.121590768,59,35021000,550000,593576.2712,34,495,0.118644068,0.677966102,5,0.406779661,1522652.174,1000000,5050000,200000,2.565217391,1
50066AAM5,KORGAS,7/20/2017,7/20/2022,Nan,Aa2,AA-,AA-,AA-,2.75,400000000,AT MATURITY,FIXED,60.87,Gas,7.472876066,Nan,Nan,Nan,No,0.074728761,10,9000000,1000000,900000,4,0,0.2,0.2,5,0.3,3000000,4000000,4000000,1000000,3.333333333,1
50066AAN3,KORGAS,7/20/2017,7/20/2027,Nan,Aa2,AA-,AA-,AA-,3.13,400000000,AT MATURITY,FIXED,121.73,Gas,18.67968111,Nan,Nan,Nan,No,0.186796811,2,2000000,1000000,1000000,2,0,0,1,5,0.5,1000000,1000000,1000000,1000000,1,1
50066CAM1,KORGAS,7/20/2017,7/20/2022,Nan,Aa2,AA-,AA-,AA-,2.75,400000000,AT MATURITY,FIXED,60.87,Gas,11.82672422,Nan,Nan,Nan,No,0.118267242,28,20560000,950000,734285.7143,10,51,0,0.714285714,5,0.607142857,2937142.857,1000000,9500000,460000,4,1
50066CAN9,KORGAS,7/20/2017,7/20/2027,Nan,Aa2,AA-,AA-,AA-,3.13,400000000,AT MATURITY,FIXED,121.73,Gas,10.67225823,Nan,Nan,Nan,No,0.106722582,40,27700000,1000000,692500,11,44,0,0.625,5,0.45,4616666.667,3050000,13500000,1000000,6.666666667,1
50066KAB7,KORESC,4/24/2017,4/24/2022,Nan,A1,A+,Nan,A+,3,425000000,AT MATURITY,FIXED,60.87,Coal,13.32220419,Nan,Nan,Nan,No,0.133222042,39,26290000,900000,674102.5641,24,98,0.076923077,0.769230769,5,0.461538462,2022307.692,1650000,7200000,200000,3,1
50066PAB6,KOROIL,4/14/2016,4/14/2026,Nan,Aa2,AA,AA-,AA-,2.63,500000000,AT MATURITY,FIXED,121.73,Oil Gas,15.14759018,Nan,Nan,Nan,No,0.151475902,1,200000,200000,200000,1,0,0,1,5,1,200000,200000,200000,200000,1,1
50066PAD2,KOROIL,10/24/2016,10/24/2026,Nan,Aa2,AA,AA-,AA-,2.5,650000000,AT MATURITY,FIXED,121.73,Oil Gas,16.470171,Nan,Nan,Nan,No,0.16470171,1,500000,500000,500000,1,0,0,1,5,1,500000,500000,500000,500000,1,1
50066PAE0,KOROIL,3/27/2017,3/27/2020,Nan,Aa2,AA,AA-,AA-,1.89,500000000,AT MATURITY,FLOATING,36.53,Oil Gas,16.470171,Nan,Nan,Nan,No,0.16470171,1,500000,500000,500000,1,0,0,1,5,1,500000,500000,500000,500000,1,1
50066PAF7,KOROIL,3/27/2017,3/27/2022,Nan,Aa2,AA,AA-,AA-,2.88,500000000,AT MATURITY,FIXED,60.87,Oil Gas,17.7823139,Nan,Nan,Nan,No,0.177823139,2,1500000,750000,750000,1,0,0,1,5,1,1500000,1500000,1500000,1500000,2,2
50066RAA4,KOROIL,4/14/2016,4/14/2021,Nan,Aa2,AA,AA-,AA-,2.13,500000000,AT MATURITY,FIXED,60.87,Oil Gas,11.31940208,Nan,Nan,Nan,No,0.113194021,71,44117000,500000,621366.1972,43,484,0.042253521,0.661971831,5,0.450704225,1423129.032,1000000,5860000,300000,2.290322581,1
50066RAB2,KOROIL,4/14/2016,4/14/2026,Nan,Aa2,AA,AA-,AA-,2.63,500000000,AT MATURITY,FIXED,121.73,Oil Gas,9.530778864,Nan,Nan,Nan,No,0.095307789,39,25524000,750000,654461.5385,24,387,0.025641026,0.538461538,5,0.41025641,1276200,1000000,3600000,200000,1.95,1
50066RAD8,KOROIL,10/24/2016,10/24/2026,Nan,Aa2,AA,AA-,AA-,2.5,650000000,AT MATURITY,FIXED,121.73,Oil Gas,9.720369186,Nan,Nan,Nan,No,0.097203692,16,9838000,754000,614875,10,149,0,0.625,5,0.5625,1093111.111,1000000,2000000,200000,1.777777778,1
50066RAE6,KOROIL,3/27/2017,3/27/2020,Nan,Aa2,AA,AA-,AA-,1.89,500000000,AT MATURITY,FLOATING,36.53,Oil Gas,12.51599632,Nan,Nan,Nan,No,0.125159963,21,12024000,500000,572571.4286,15,160,0,0.80952381,5,0.476190476,1093090.909,700000,3420000,254000,1.909090909,1
50066RAF3,KOROIL,3/27/2017,3/27/2022,Nan,Aa2,AA,AA-,AA-,2.88,500000000,AT MATURITY,FIXED,60.87,Oil Gas,12.13958072,Nan,Nan,Nan,No,0.121395807,58,34622000,500000,596931.0345,29,171,0,0.775862069,5,0.413793103,1923444.444,1500000,7900000,200000,3.222222222,1
50066RAG1,KOROIL,3/27/2017,3/27/2027,Nan,Aa2,AA,AA-,AA-,3.38,500000000,AT MATURITY,FIXED,121.73,Oil Gas,8.741769463,Nan,Nan,Nan,No,0.087417695,34,30400000,1000000,894117.6471,20,159,0,0.441176471,5,0.617647059,2533333.333,2000000,8000000,1000000,2.833333333,1
50074KAA9,KCRC,5/18/2009,5/20/2019,Nan,Aa2,AA+,WD,AA,5.13,750000000,AT MATURITY,FIXED,121.8,Transportation,19.77738301,Nan,Nan,Nan,No,0.19777383,113,42290000,200000,374247.7876,58,2164,0.247787611,0.831858407,5,0.389380531,829215.6863,500000,4378000,36000,2.215686275,1
500750AB0,KPNQWE,12/3/1999,6/1/2009,Nan,WR,NR,Nan,NR,8.13,450000000,CALLABLE,DEFAULTED,115.6,Telecommunications,7.008485323,Nan,Nan,Nan,No,0.070084853,19,19000000,1000000,1000000,7,143,0.157894737,0.105263158,5,0.368421053,3166666.667,2000000,7000000,1000000,3.166666667,1
500769EY6,KFW,2/15/2012,2/15/2017,Nan,WR,NR,NR,NR,1.25,5000000000,AT MATURITY,FIXED,60.9,Banks,10.86791253,Nan,Nan,Nan,No,0.108679125,30,19949000,962500,664966.6667,13,21,0.2,0.566666667,5,0.4,3989800,2550000,7768000,370000,6,1
500769FA7,KFW,3/13/2012,3/13/2015,Nan,WR,NR,NR,NR,0.31,1000000000,AT MATURITY,FLOATING,36.5,Banks,6.650072727,Nan,Nan,Nan,No,0.066500727,26,25200000,1000000,969230.7692,13,104,0.153846154,0.076923077,5,0.307692308,3150000,1600000,13000000,1000000,3.25,1
500769FC3,KFW,4/24/2012,4/24/2015,Nan,WR,NR,NR,NR,0.63,4000000000,AT MATURITY,FIXED,36.5,Banks,8.169732482,Nan,Nan,Nan,No,0.081697325,87,70530000,1000000,810689.6552,30,37,0.057471264,0.310344828,5,0.448275862,7053000,8420000,15000000,1000000,8.7,1
500769FJ8,KFW,11/28/2012,11/28/2014,Nan,WR,NR,NR,NR,0.23,1500000000,AT MATURITY,FLOATING,24.33,Banks,4.388758105,Nan,Nan,Nan,No,0.043887581,1,1000000,1000000,1000000,1,0,0,0,5,0,1000000,1000000,1000000,1000000,1,1
50077BAC2,KTOS,8/11/2010,6/1/2017,Nan,WR,NR,Nan,NR,10,625000000,CALLABLE,FIXED,82.87,Aerospace/Defense,22.16692952,29,0,0,Yes,0.221669295,2247,938758250,250000,417782.9328,627,1198,0.299510458,0.805073431,3,0.303070761,5395162.356,4617500,20797000,30000,12.9137931,1
